Age,Gender,Education Level,Job Title,Years of Experience,Salary
54,Male,PhD,Software Engineer Manager,17,195000.0
27,Male,Bachelor,Front end Developer,2,70000.0
28,Other,PhD,Director of Marketing,6,105000.0
46,Male,Master,Senior Project Engineer,13,180000.0
23,Male,High School,Sales Executive,1,35000.0
29,Female,Bachelor,Back end Developer,3,85000.0
39,Other,Master,Software Engineer Manager,12,160000.0
41,Other,PhD,Data Scientist,15,190000.0
33,Other,Master,Senior Data Scientist,8,120000.0
39,Male,Master,Software Engineer Manager,12,160000.0
24,Female,Bachelor,Software Developer,2,55000.0
26,Female,Bachelor,Data Analyst,3,130000.0
41,Female,Master,Human Resources Manager,13,140000.0
29,Other,Bachelor,Marketing Analyst,4,70000.0
26,Female,Bachelor,Back end Developer,2,65000.0
32,Male,Bachelor,Software Engineer,8,190000.0
31,Male,Bachelor,Data Analyst,9,195000.0
27,Female,Bachelor,Sales Associate,1,35000.0
31,Male,High School,Sales Associate,3,50000.0
22,Male,High School,Sales Associate,0,25000.0
35,Other,Master,Senior Software Engineer,7,140000.0
30,Female,Master,Full Stack Engineer,5,105000.0
35,Male,PhD,Senior Human Resources Manager,10,110000.0
35,Other,Bachelor,Operations Manager,8,90000.0
35,Male,Master,Data Analyst,9,120000.0
33,Female,Bachelor,Operations Manager,6,75000.0
39,Female,Master,Marketing Manager,11,120000.0
44,Male,PhD,Chief Data Officer,16,220000.0
33,Male,Master,Product Manager,11,198000.0
33,Female,Master,Marketing Manager,8,120000.0
50,Female,Master,Content Marketing Manager,15,150000.0
25,Female,Bachelor,Product Manager,1,55000.0
29,Female,Bachelor,Data Analyst,7,130000.0
26,Other,Bachelor,Junior Software Developer,2,35000.0
33,Other,Master,Product Manager,11,198000.0
52,Other,PhD,Software Engineer Manager,29,194214.0
30,Female,Bachelor,Marketing Coordinator,5,85000.0
28,Female,Bachelor,Marketing Analyst,3,60000.0
29,Other,Bachelor,Sales Associate,2,45000.0
46,Male,PhD,Software Engineer Manager,16,190000.0
39,Male,Bachelor,Financial Manager,16,200000.0
41,Other,Master,Senior Marketing Manager,13,110000.0
26,Female,Bachelor,Junior Software Engineer,1,45000.0
28,Male,Master,Product Manager,3,130000.0
30,Male,High School,Junior HR Coordinator,2,33000.0
27,Female,Bachelor,Back end Developer,3,85000.0
28,Male,Bachelor,Software Engineer,3,80000.0
27,Male,Bachelor,Junior Software Engineer,1,45000.0
29,Female,Bachelor,Front End Developer,3,70000.0
38,Other,Master,Marketing Director,14,170000.0
29,Female,Bachelor,Front end Developer,4,90000.0
32,Other,Bachelor,Marketing Coordinator,4,50000.0
35,Female,Master,Software Engineer,9,140000.0
39,Female,PhD,Senior Research Scientist,13,145000.0
30,Other,Bachelor,Software Developer,6,85000.0
22,Female,High School,Receptionist,0,25000.0
37,Female,Bachelor,Operations Manager,10,113000.0
24,Female,Bachelor,Data Analyst,1,90000.0
29,Female,Bachelor,Software Engineer,4,140000.0
30,Male,Master,Full Stack Engineer,6,130000.0
30,Male,Master,Financial Analyst,6,100000.0
31,Male,Bachelor,Junior HR Generalist,4,50000.0
41,Female,Master,Director of Marketing,12,120000.0
30,Other,PhD,Data Scientist,7,185000.0
25,Male,Master,Software Engineer,2,60000.0
30,Female,Bachelor,Marketing Coordinator,5,85000.0
22,Male,High School,Receptionist,0,25000.0
33,Female,Master,Software Engineer,8,120000.0
27,Female,Bachelor,Software Engineer,3,80000.0
27,Female,Bachelor,Back end Developer,3,85000.0
34,Male,Bachelor,Junior Web Developer,3,50000.0
35,Female,Master,Data Analyst,9,120000.0
30,Female,Master,Senior Project Engineer,5,106278.0
26,Male,Bachelor,Software Developer,2,55000.0
35,Other,PhD,Senior Product Marketing Manager,9,95000.0
30,Other,Bachelor,Back end Developer,5,100000.0
31,Female,PhD,Data Scientist,8,190000.0
44,Male,PhD,Data Scientist,18,180000.0
29,Other,Bachelor,Marketing Analyst,3,60000.0
28,Female,Bachelor,Marketing Analyst,3,60000.0
29,Other,Bachelor,Marketing Analyst,2,55000.0
29,Female,Bachelor,Marketing Analyst,4,70000.0
38,Female,PhD,Software Engineer Manager,15,185000.0
25,Female,High School,Sales Associate,1,30000.0
27,Male,Bachelor,Software Engineer,4,140000.0
26,Male,Bachelor,Junior Software Developer,1,35000.0
39,Other,PhD,Senior Research Scientist,13,145000.0
33,Other,Master,Data Scientist,10,195000.0
36,Female,Bachelor,Sales Manager,11,160000.0
25,Male,Bachelor,Data Analyst,2,110000.0
26,Other,Bachelor,Junior Software Developer,1,35000.0
26,Female,Bachelor,Product Designer,2,50000.0
24,Male,Bachelor,Sales Executive,1,35000.0
27,Female,Bachelor,Back end Developer,3,85000.0
32,Male,Bachelor,Software Engineer,8,190000.0
27,Male,Bachelor,Software Engineer,3,80000.0
34,Male,Master,Data Analyst,8,100000.0
32,Other,Bachelor,Product Manager,7,120000.0
38,Female,PhD,Senior Research Scientist,12,140000.0
51,Male,Master,Director of Operations,23,170000.0
22,Male,High School,Receptionist,0,25000.0
30,Male,Master,Financial Manager,7,120000.0
56,Male,PhD,Software Engineer Manager,17,195000.0
31,Male,Bachelor,Software Developer,6,85000.0
27,Male,Master,Web Developer,2,50000.0
27,Male,Bachelor,Marketing Coordinator,3,45000.0
39,Female,Bachelor,Training Specialist,12,65000.0
29,Male,Bachelor,Junior HR Generalist,3,45000.0
25,Other,Master,Software Engineer,2,60000.0
32,Female,Bachelor,Product Manager,7,120000.0
46,Female,Bachelor,IT Manager,19,120000.0
38,Other,Master,Marketing Director,14,170000.0
39,Female,Master,Senior Software Engineer,11,165000.0
31,Other,Master,Data Scientist,6,160000.0
28,Male,High School,Junior Web Developer,2,43000.0
26,Female,High School,Digital Marketing Manager,2,40000.0
34,Other,Bachelor,Product Manager,9,185000.0
34,Other,Bachelor,Human Resources Manager,9,99000.0
26,Male,Bachelor,Software Developer,3,61000.0
42,Other,Master,Full Stack Engineer,19,176643.0
36,Female,Master,Back end Developer,8,140000.0
36,Male,Master,Marketing Coordinator,9,100000.0
31,Female,Master,Data Scientist,6,160000.0
33,Female,Bachelor,Marketing Manager,9,140000.0
27,Male,Bachelor,Product Designer,1,50000.0
33,Other,High School,Sales Executive,4,55000.0
37,Female,Bachelor,Data Analyst,11,160000.0
31,Other,Bachelor,Senior Software Engineer,6,104378.0
52,Male,Master,Director,20,200000.0
29,Other,Bachelor,Marketing Analyst,4,70000.0
50,Other,Master,Content Marketing Manager,19,190000.0
38,Male,Bachelor,Senior Business Analyst,10,110000.0
23,Other,Bachelor,Software Engineer,1,50000.0
50,Other,PhD,Software Engineer Manager,16,190000.0
58,Female,PhD,Software Engineer Manager,17,195000.0
45,Male,PhD,Director of HR,14,140000.0
41,Other,PhD,Senior Project Engineer,11,165000.0
38,Male,Bachelor,Product Manager,13,160000.0
31,Female,Bachelor,Data Analyst,9,195000.0
33,Other,Master,Senior Data Scientist,8,120000.0
32,Male,Bachelor,Junior Account Manager,5,55000.0
30,Other,Master,Financial Analyst,6,100000.0
27,Other,Bachelor,Sales Associate,1,35000.0
34,Male,Bachelor,Human Resources Manager,9,99000.0
27,Female,Bachelor,Software Engineer,3,80000.0
29,Other,Bachelor,Software Engineer,4,140000.0
61,Female,PhD,Software Engineer Manager,20,200000.0
31,Female,Master,Financial Manager,7,120000.0
29,Male,Bachelor,Front End Developer,4,80000.0
31,Male,High School,Back end Developer,8,104127.0
32,Female,Bachelor,Software Engineer Manager,9,104661.0
29,Other,Bachelor,Software Engineer,4,140000.0
29,Other,Bachelor,Software Engineer,4,140000.0
36,Other,Master,Marketing Director,11,160000.0
35,Other,Master,Product Manager,7,110000.0
25,Male,Bachelor,Product Manager,1,55000.0
42,Other,Master,Director of HR,12,120000.0
31,Other,Master,Data Scientist,6,160000.0
44,Female,PhD,Software Engineer Manager,18,190000.0
34,Male,Master,Data Analyst,8,100000.0
26,Female,Bachelor,Product Designer,2,50000.0
31,Female,Bachelor,Software Engineer,9,180000.0
28,Female,Master,Marketing Manager,7,90000.0
30,Male,Bachelor,Marketing Coordinator,5,85000.0
46,Male,PhD,Software Engineer Manager,16,190000.0
49,Male,PhD,Senior Project Engineer,17,195000.0
25,Female,Bachelor,Data Analyst,2,110000.0
31,Other,Master,Full Stack Engineer,6,130000.0
30,Male,Bachelor,Marketing Coordinator,5,85000.0
26,Other,Bachelor,Product Designer,2,50000.0
31,Female,Bachelor,Front end Developer,6,110000.0
50,Female,PhD,Software Engineer Manager,16,190000.0
49,Other,Bachelor,Full Stack Engineer,22,181132.0
31,Female,Bachelor,Human Resources Coordinator,4,55000.0
24,Other,High School,Sales Associate,1,30000.0
27,Male,Bachelor,Back end Developer,3,85000.0
32,Other,Bachelor,Front end Developer,6,110000.0
33,Female,Bachelor,Junior Financial Analyst,4,60000.0
45,Other,Master,Marketing Manager,13,130000.0
27,Male,High School,Sales Representative,3,50000.0
41,Female,PhD,Director of Data Science,16,200000.0
29,Other,Bachelor,Software Engineer,4,140000.0
32,Other,Bachelor,Software Engineer,5,90000.0
33,Male,Master,Product Manager,11,198000.0
38,Other,Bachelor,Operations Manager,11,119000.0
35,Female,Bachelor,Operations Manager,8,90000.0
29,Female,Bachelor,Front end Developer,4,90000.0
36,Male,Bachelor,Junior Sales Representative,3,45000.0
30,Other,PhD,Data Scientist,7,185000.0
32,Female,Bachelor,Software Engineer,10,190000.0
24,Other,High School,Junior Sales Associate,1,30000.0
31,Male,High School,Sales Associate,3,50000.0
36,Female,Master,Web Developer,7,85000.0
26,Other,Bachelor,Product Designer,2,50000.0
29,Male,Bachelor,Junior Business Analyst,1,40000.0
29,Female,Master,Full Stack Engineer,5,105000.0
28,Female,Bachelor,Junior Software Developer,2,35000.0
32,Female,Master,Full Stack Engineer,6,130000.0
28,Female,Master,Product Manager,3,130000.0
35,Female,PhD,Senior Research Scientist,10,130000.0
30,Other,Bachelor,Data Analyst,5,145000.0
40,Male,PhD,Senior Software Engineer,12,160000.0
31,Male,Bachelor,Back end Developer,8,140000.0
37,Male,Master,Marketing Manager,11,120000.0
46,Male,Master,Content Marketing Manager,16,160000.0
31,Male,Master,Data Scientist,6,160000.0
33,Male,PhD,Data Scientist,8,190000.0
45,Other,Master,Marketing Manager,20,204000.0
45,Male,Master,Senior Software Engineer,21,180367.0
44,Female,PhD,Senior Data Engineer,16,150000.0
49,Female,PhD,Senior Product Marketing Manager,20,200000.0
35,Female,Bachelor,Back end Developer,10,114776.0
28,Male,Bachelor,Financial Analyst,4,80000.0
42,Male,Master,Product Manager,14,180000.0
41,Male,PhD,Senior Project Engineer,13,180000.0
26,Other,Bachelor,Data Analyst,3,130000.0
45,Male,PhD,Software Engineer Manager,15,185000.0
34,Female,PhD,Research Director,12,170000.0
39,Female,Master,Marketing Coordinator,11,120000.0
27,Female,Bachelor,Software Engineer,4,140000.0
32,Female,Bachelor,Junior Product Manager,4,65000.0
44,Male,PhD,Software Engineer Manager,19,195000.0
33,Male,Master,Software Developer,8,95000.0
36,Male,Master,Senior Software Engineer,8,140000.0
34,Female,Bachelor,Human Resources Manager,6,75000.0
24,Male,Bachelor,Junior Developer,1,40000.0
42,Other,Master,Product Manager,14,180000.0
50,Other,PhD,Senior Project Engineer,16,190000.0
44,Female,PhD,Software Engineer Manager,18,190000.0
26,Female,Bachelor,Data Analyst,3,130000.0
26,Other,Bachelor,Web Developer,3,57500.0
47,Other,PhD,Software Engineer Manager,21,173582.0
33,Male,Bachelor,Full Stack Engineer,7,130000.0
45,Male,PhD,Senior Human Resources Manager,12,120000.0
42,Male,Master,Director of Marketing,13,130000.0
27,Female,Bachelor,Software Engineer,3,80000.0
46,Female,PhD,Senior Project Engineer,16,190000.0
38,Male,Master,Marketing Manager,10,110000.0
33,Male,Master,Product Manager,11,198000.0
44,Other,PhD,Software Engineer Manager,18,190000.0
29,Female,Bachelor,Marketing Analyst,4,70000.0
32,Other,Bachelor,Software Engineer,5,90000.0
28,Male,Bachelor,Software Engineer,4,140000.0
27,Female,Master,Back end Developer,4,73938.0
25,Female,Bachelor,Financial Analyst,1,55000.0
33,Other,Master,Product Manager,11,198000.0
30,Male,Bachelor,Data Analyst,5,145000.0
23,Other,Bachelor,Sales Manager,1,35000.0
22,Male,High School,Receptionist,0,25000.0
32,Female,Bachelor,Back end Developer,4,95000.0
44,Other,Bachelor,Senior Software Engineer,13,130000.0
27,Other,Master,Human Resources Coordinator,3,50000.0
21,Male,High School,Junior Sales Representative,0,25000.0
50,Male,Master,Director of Operations,21,160000.0
30,Male,Bachelor,Back end Developer,5,100000.0
42,Male,Master,Product Manager,14,180000.0
25,Other,Master,Software Engineer,2,60000.0
29,Other,Bachelor,Software Engineer,4,140000.0
37,Other,Master,Marketing Manager,9,130000.0
43,Other,PhD,Senior Data Scientist,15,150000.0
35,Female,Bachelor,Front end Developer,10,128712.0
32,Male,Bachelor,Junior Marketing Manager,6,72000.0
34,Female,Bachelor,Junior Web Developer,3,50000.0
50,Female,PhD,Software Engineer Manager,16,190000.0
29,Male,Bachelor,Financial Manager,4,55000.0
31,Male,Bachelor,Full Stack Engineer,6,115000.0
25,Other,Master,Software Engineer,2,60000.0
50,Female,PhD,Software Engineer Manager,16,190000.0
50,Female,PhD,Senior Product Marketing Manager,15,150000.0
43,Male,Bachelor,Senior Project Engineer,20,151315.0
43,Female,Bachelor,Content Marketing Manager,12,120000.0
36,Male,PhD,Senior Data Scientist,12,170000.0
32,Female,PhD,Data Scientist,9,145000.0
30,Male,PhD,Data Scientist,7,185000.0
36,Male,Bachelor,Sales Director,6,75000.0
28,Other,PhD,Director of Marketing,6,105000.0
28,Other,PhD,Director of Marketing,6,105000.0
32,Male,Bachelor,Marketing Coordinator,4,50000.0
27,Male,Bachelor,Software Engineer,3,80000.0
30,Male,Master,Senior Project Engineer,5,106278.0
37,Other,Bachelor,Operations Manager,10,113000.0
22,Other,High School,Receptionist,0,25000.0
31,Other,Bachelor,Data Analyst,9,195000.0
34,Male,Master,Data Analyst,8,100000.0
26,Other,Bachelor,Junior HR Generalist,2,50000.0
35,Other,Bachelor,Operations Manager,8,90000.0
42,Female,PhD,Data Scientist,13,140000.0
36,Other,Master,Marketing Coordinator,8,85000.0
35,Female,PhD,Research Director,11,160000.0
28,Male,Master,Web Developer,3,55000.0
25,Other,Bachelor,Product Manager,1,55000.0
29,Female,Bachelor,Junior Marketing Manager,3,55000.0
39,Male,Bachelor,Financial Manager,16,200000.0
45,Other,PhD,Data Scientist,18,180000.0
33,Female,Master,Data Analyst,8,100000.0
33,Female,PhD,Financial Manager,5,70000.0
42,Male,Master,Software Engineer Manager,13,170000.0
27,Male,Bachelor,Software Engineer,5,90000.0
48,Female,PhD,Senior Product Marketing Manager,17,170000.0
31,Other,Bachelor,Data Analyst,9,195000.0
50,Other,PhD,Senior Project Engineer,16,190000.0
29,Male,Bachelor,Front End Developer,4,80000.0
33,Other,Master,Product Manager,11,198000.0
39,Female,PhD,Marketing Manager,10,100000.0
27,Other,Bachelor,Data Analyst,2,110000.0
33,Female,Bachelor,Junior HR Generalist,7,65000.0
32,Male,Master,Product Manager,7,110000.0
29,Other,Bachelor,Software Engineer,4,140000.0
38,Other,Master,Senior Software Engineer,13,134858.0
38,Male,PhD,Data Scientist,12,130000.0
29,Male,Bachelor,Junior Web Developer,2,45000.0
31,Male,Master,Data Scientist,6,160000.0
44,Other,PhD,Software Engineer Manager,11,165000.0
36,Female,Bachelor,Software Engineer Manager,8,135000.0
42,Male,Bachelor,Financial Manager,13,130000.0
33,Female,Bachelor,Senior Product Development Manager,7,100000.0
31,Other,Bachelor,Operations Manager,5,70000.0
45,Male,Bachelor,Senior Project Engineer,22,171036.0
35,Other,Bachelor,Product Manager,8,165000.0
30,Female,Bachelor,Software Engineer,8,190000.0
30,Other,PhD,Data Scientist,7,185000.0
40,Other,Master,Software Engineer Manager,16,149748.0
32,Other,Bachelor,Front end Developer,6,110000.0
50,Female,Master,Software Engineer Manager,21,166512.0
35,Other,Master,Data Analyst,9,120000.0
34,Other,Bachelor,Human Resources Manager,6,75000.0
34,Other,Bachelor,Product Manager,9,185000.0
35,Other,Bachelor,Product Manager,8,165000.0
27,Other,Bachelor,Graphic Designer,2,50000.0
29,Female,Bachelor,Full Stack Engineer,6,115000.0
27,Male,Bachelor,Graphic Designer,2,50000.0
26,Other,Bachelor,Product Designer,2,50000.0
29,Male,Bachelor,Financial Manager,4,55000.0
30,Male,Master,Senior Project Engineer,5,106278.0
32,Male,Bachelor,Software Engineer,8,190000.0
36,Other,Bachelor,Sales Manager,11,160000.0
34,Male,Master,Product Manager,12,196000.0
49,Female,Master,Senior Financial Analyst,18,150000.0
34,Male,Master,Business Development Manager,8,90000.0
29,Female,Master,Data Scientist,6,160000.0
32,Female,Master,Software Engineer,9,140000.0
43,Female,PhD,Senior Product Designer,18,140000.0
30,Other,Bachelor,Software Developer,6,85000.0
54,Female,PhD,Software Engineer Manager,28,188484.0
44,Female,PhD,Data Scientist,16,160000.0
35,Female,Bachelor,Back end Developer,10,114776.0
26,Male,Bachelor,Junior HR Generalist,2,50000.0
27,Other,Bachelor,Product Designer,3,60000.0
35,Female,PhD,Research Director,11,160000.0
33,Male,Master,Marketing Manager,9,130000.0
27,Male,Bachelor,Product Designer,2,50000.0
25,Other,Bachelor,Front end Developer,1,55000.0
37,Male,Master,Marketing Director,14,170000.0
46,Female,PhD,Director of Data Science,20,220000.0
32,Other,Bachelor,Front end Developer,6,110000.0
27,Female,Bachelor,Software Developer,3,61000.0
45,Other,PhD,Data Scientist,18,180000.0
34,Female,Master,Software Engineer Manager,9,146075.0
32,Female,Master,Product Manager,7,110000.0
33,Female,Bachelor,Full Stack Engineer,9,133326.0
36,Male,Master,Marketing Coordinator,8,85000.0
24,Male,Bachelor,Marketing Analyst,0,40000.0
46,Other,Bachelor,Senior Software Engineer,22,174324.0
28,Female,Bachelor,Front end Developer,3,80000.0
29,Male,Bachelor,Marketing Analyst,4,70000.0
26,Female,Bachelor,Senior Product Marketing Manager,5,85000.0
39,Other,Master,Software Engineer Manager,12,160000.0
24,Other,High School,Sales Associate,1,30000.0
30,Other,Bachelor,Sales Manager,5,70000.0
35,Other,Bachelor,Operations Manager,8,90000.0
44,Female,PhD,Senior Project Engineer,16,190000.0
33,Female,Master,Marketing Manager,9,130000.0
32,Other,Master,Full Stack Engineer,5,105000.0
33,Other,Master,Marketing Manager,8,120000.0
37,Other,Bachelor,Project Manager,10,95000.0
26,Male,Bachelor,Software Developer,3,61000.0
30,Female,Master,Financial Analyst,6,100000.0
28,Male,Bachelor,Software Developer,3,61000.0
38,Male,Bachelor,Operations Manager,11,119000.0
33,Male,PhD,Research Scientist,10,150000.0
32,Male,Bachelor,Product Manager,7,120000.0
33,Female,Master,Marketing Manager,9,130000.0
29,Male,Bachelor,Web Developer,3,57500.0
31,Other,Master,Data Scientist,6,160000.0
41,Other,Bachelor,Software Engineer,11,185000.0
31,Female,Bachelor,Front end Developer,6,110000.0
26,Other,Bachelor,Senior Product Marketing Manager,5,85000.0
34,Other,PhD,Research Director,10,150000.0
29,Male,Bachelor,Junior Sales Representative,2,40000.0
26,Other,Bachelor,Web Developer,3,57500.0
53,Female,PhD,Software Engineer Manager,25,181714.0
28,Female,Bachelor,Marketing Analyst,3,60000.0
33,Other,Bachelor,Full Stack Engineer,7,130000.0
41,Male,Master,Marketing Coordinator,13,131000.0
33,Male,PhD,Data Scientist,8,190000.0
49,Female,PhD,Data Scientist,22,220000.0
60,Female,PhD,Software Engineer Manager,34,188651.0
33,Male,Master,Product Manager,11,198000.0
41,Female,PhD,Senior Data Scientist,16,160000.0
31,Female,High School,Sales Associate,3,50000.0
35,Other,Master,Data Analyst,9,120000.0
37,Male,Bachelor,Senior Project Engineer,13,137336.0
45,Male,PhD,Senior Project Engineer,16,190000.0
27,Male,Bachelor,Front end Developer,3,80000.0
36,Male,Bachelor,Sales Associate,7,60000.0
31,Female,PhD,Research Scientist,8,120000.0
28,Male,Master,Front end Developer,5,105000.0
23,Female,PhD,Software Engineer Manager,0,52612.0
21,Other,High School,Junior Sales Representative,0,25000.0
34,Female,Master,Product Manager,12,196000.0
24,Male,Bachelor,Back end Developer,1,60000.0
27,Female,Bachelor,Product Manager,2,65000.0
31,Other,Bachelor,Junior Marketing Coordinator,3,50000.0
33,Other,Master,Data Analyst,8,100000.0
38,Female,Master,Marketing Director,14,170000.0
31,Male,Bachelor,Data Analyst,9,195000.0
31,Female,Bachelor,Project Manager,6,100000.0
36,Other,Master,Back end Developer,9,150000.0
35,Other,PhD,Senior Research Scientist,10,130000.0
29,Other,Bachelor,Marketing Analyst,3,60000.0
32,Female,Bachelor,Software Engineer Manager,9,104661.0
41,Other,PhD,Director of Data Science,16,200000.0
45,Male,PhD,Senior Project Engineer,16,190000.0
27,Female,Bachelor,Product Designer,3,60000.0
31,Other,PhD,Senior Human Resources Manager,7,90000.0
36,Female,Bachelor,Software Engineer Manager,8,135000.0
28,Female,Master,Marketing Manager,7,90000.0
38,Female,PhD,Senior Research Scientist,12,140000.0
29,Male,Bachelor,Digital Marketing Manager,6,95000.0
26,Female,Bachelor,Junior Software Developer,2,35000.0
24,Other,High School,Junior Sales Associate,1,30000.0
25,Female,Master,Data Analyst,1,100000.0
29,Male,Bachelor,Software Engineer,6,155000.0
32,Female,Master,Full Stack Engineer,6,130000.0
43,Female,PhD,Senior Human Resources Manager,15,150000.0
27,Other,Bachelor,Data Analyst,2,110000.0
27,Male,Bachelor,Data Analyst,2,110000.0
46,Male,PhD,Senior Project Engineer,14,185000.0
47,Male,Master,VP of Operations,19,190000.0
32,Male,Bachelor,Marketing Coordinator,4,50000.0
39,Other,Master,Senior HR Generalist,10,105000.0
26,Male,Bachelor,Junior Software Developer,1,35000.0
29,Other,Bachelor,Marketing Analyst,4,70000.0
29,Other,Bachelor,Software Developer,5,80000.0
25,Male,Bachelor,Product Manager,1,55000.0
30,Female,Bachelor,Marketing Coordinator,5,85000.0
26,Other,Bachelor,Senior Product Marketing Manager,5,85000.0
35,Female,Master,Marketing Director,11,160000.0
31,Male,Bachelor,Full Stack Engineer,6,115000.0
33,Female,Master,Marketing Manager,9,130000.0
27,Male,High School,Junior Sales Associate,2,35000.0
27,Other,Bachelor,Data Analyst,2,110000.0
47,Other,PhD,Data Scientist,19,190000.0
39,Other,Bachelor,Financial Manager,16,200000.0
27,Female,High School,Junior Sales Associate,2,35000.0
24,Other,High School,Sales Associate,1,30000.0
48,Other,PhD,Director of Data Science,18,210000.0
42,Other,PhD,Data Scientist,13,140000.0
30,Male,Bachelor,Marketing Coordinator,5,85000.0
30,Female,Master,Senior Project Engineer,6,125000.0
35,Other,Bachelor,Operations Manager,8,90000.0
42,Male,Master,Web Developer,10,110000.0
27,Other,Bachelor,Data Analyst,2,110000.0
39,Other,Master,Marketing Manager,14,170000.0
27,Female,Bachelor,Graphic Designer,2,50000.0
33,Male,Master,Full Stack Engineer,6,130000.0
36,Male,PhD,Senior Data Scientist,12,170000.0
30,Female,Bachelor,Data Analyst,5,145000.0
34,Male,Master,Data Scientist,9,195000.0
28,Male,Master,Human Resources Coordinator,2,45000.0
45,Other,Bachelor,Financial Manager,21,250000.0
42,Female,Master,Software Engineer Manager,13,170000.0
43,Female,Master,Digital Marketing Manager,15,150000.0
33,Other,Bachelor,Operations Manager,7,85000.0
36,Female,Bachelor,Software Engineer Manager,8,135000.0
38,Male,Bachelor,Front end Developer,11,136285.0
45,Female,Master,Software Engineer Manager,19,163780.0
34,Male,Master,Data Scientist,9,195000.0
30,Male,High School,Senior Project Engineer,11,103947.0
32,Other,Bachelor,Software Engineer,8,190000.0
33,Other,Bachelor,Junior Marketing Manager,5,70000.0
48,Female,PhD,Senior Product Marketing Manager,17,170000.0
34,Other,Bachelor,Human Resources Manager,9,99000.0
33,Female,Bachelor,Content Marketing Manager,7,90000.0
27,Female,Bachelor,Junior Software Engineer,2,40000.0
43,Other,PhD,Director of HR,14,140000.0
37,Female,Bachelor,Data Analyst,11,160000.0
49,Female,Bachelor,Full Stack Engineer,22,181132.0
50,Male,Master,Full Stack Engineer,24,192756.0
55,Other,PhD,Software Engineer Manager,17,195000.0
27,Other,Master,Content Marketing Manager,4,80000.0
31,Female,Master,Financial Manager,7,120000.0
37,Other,Bachelor,Data Analyst,11,160000.0
30,Other,Bachelor,Front end Developer,2,70000.0
38,Male,Bachelor,Operations Manager,11,119000.0
42,Other,Master,Software Engineer Manager,13,170000.0
